"chuong_so","tieu_de_chuong","ten_bai_thuoc","chua_tri","lieu_luong_cach_dung","cong_hieu","chu_y","ghi_chu","doi_tuong_phu_hop","luu_y","cong_dung_khac"
153,"CHỮA CHỨNG BẠCH ĐỚI","CỎ ROI NGỰA, GAN LỢN","Chữa bạch đới","Dùng 60g cỏ roi ngựa tươi, 100g gan lợn tươi, cỏ roi ngựa, rửa sạch, thái nhỏ, gan lợn thái miếng cả 2 thứ trộn vào nhau. Hấp cách thủy cho đến khi chín kỹ, ăn mỗi ngày 1 lần.","Thanh nhiệt, giảm độc, sinh huyết khỏi ngưng tụ. chữa chứng bạch đới quá nhiều, âm đạo ngứa ngáy tắc kinh, kinh nguyệt ít.","Phụ nữ mang thai, tỳ vị hư nhược không được dùng bài thuốc này.","","","",""
153,"CHỮA CHỨNG BẠCH ĐỚI","CÂY RĂNG NGỰA (CÂY SỐNG ĐỜI) TRỨNG GÀ","Chữa bạch đới","Rau răng ngựa tươi 100g, giã nát vắt lấy nước, cho vào lòng trắng của 2 quả trứng gà, quấy đều hấp chín ăn. Mỗi ngày ăn 1-2 lần.","Thanh nhiệt giải độc, điều hoà khí huyết tiêu sưng, khỏi lỵ, khỏi ngứa âm hộ, khỏi bạch đới.","","","","",""
153,"CHỮA CHỨNG BẠCH ĐỚI","CHÁO GẠO TẺ, PHỤC LINH, XA TIỀN TỬ","Chữa trị bạch đới.","Bột phục linh, xa tiền tử mỗi thứ 30g (cho vào túi vải gói lại để sắc) cho xa tiền tử vào 300ml nước sắc trong nửa giờ, vớt ra, cho 60g gạo và phục linh vào nấu cháo, cháo chín, cho vào một ít đường trắng. Mỗi ngày ăn 2 lần.","Bổ tỳ, khỏi bạch đới","Phụ nữ có mang không được dùng bài thuốc này.","","","",""
153,"CHỮA CHỨNG BẠCH ĐỚI","HOÀNG KỲ HẤP VỚI GÀ ĐEN","Bạch đới do hư hàn (bệnh trạng chính: Bạch đới trong như nước hoặc có màu trắng lượng nhiều, không có mùi hôi, lưng đau mỏi, chân tay lạnh, tinh thần mệt mỏi, chân phù nề, ỉa lỏng, sắc mặt nhợt nhạt, nhạt miệng bựa lưỡi trắng, mạch trầm).","Gà đen 1 con (khoảng 1000g) làm sạch lông bỏ ruột, lấy 50 g hoàng kỳ bỏ vào trong bụng gà, hấp cách thủy cho đến khi chín nhừ, cho vào 1 ít muối. Ăn thịt gà, uống nước vào 2 bữa cơm, hoặc bất kỳ lúc nào trong ngày.","Bổ tỳ, bổ âm, tăng cường khí huyết, chữa các chứng kinh nguyệt không đều, bạch đới quá nhiều, huyết hư, khi hành kinh đau bụng, váng đầu.","","","","",""
153,"CHỮA CHỨNG BẠCH ĐỚI","HÀ THỦ Ô, GÀ MÁI","Bạch đới do hư hàn (bệnh trạng như trên)","Dùng 30g Hà thủ ô (tán nhỏ, bọc trong túi vải) gà mái vàng 1 con (khoảng 1000g). Làm sạch gà, bỏ mật, để tim gan, cho bột Hà thủ ô vào bụng gà cho nước vừa đủ, đun nhỏ lửa, ninh nhừ, vớt bỏ túi bột hà thủ ô, cho vào 1 ít dầu ăn và gừng, rượu. Ăn thịt uống nước.","Bổ âm, bổ máu, bổ gan thận. Phụ nữ mắc chứng bạch đới và sau kỳ sinh đẻ dùng rất tốt.","","","","",""
153,"CHỮA CHỨNG BẠCH ĐỚI","BẠCH QUẢ, TRỨNG GÀ","Bạch đới do hư hàn (bệnh trạng như trên)","Dùng 1 quả trứng gà tươi, 2 nhân bạch quả, đục 1 lỗ nhỏ ở đầu quả trứng gà, cho nhân bạch quả vào trong quả trứng, lấy giấy dán bịt lỗ thủng, hấp cách thủy. Mỗi ngày ăn 1 lần, ăn liên tục nhiều ngày.","Chữa khỏi bệnh bạch đới nước đục, bạch đới quá nhiều, cũng có tác dụng chữa bệnh ỉa chảy do tỳ hư ở trẻ em.","","","","",""
153,"CHỮA CHỨNG BẠCH ĐỚI","ĐẬU PHỤ, BẠCH QUẢ","Bạch đới do hư hàn (bệnh trạng như trên)","Bạch quả 12g (bóc bỏ vỏ) đậu phụ 50g, gạo tẻ 100g. Tất cả nấu thành cháo. Mỗi ngày ăn 1 lần.","Chữa khỏi bạch đới do tỳ hư. Bạch quả ít độc tính, không được dùng quá nhiều lượng. Khi phát hiện thấy váng đầu, sốt, co giật, buồn nôn, thở gấp, môi thâm.... thì phải đến thầy thuốc khám bệnh, không được để lỡ.","","","","",""
153,"CHỮA CHỨNG BẠCH ĐỚI","HOA HƯỚNG DƯƠNG, TRỨNG GÀ","Bạch đới ra nước vàng, đặc dính, mùi hôi, nước đái vàng, ít.","Dùng 25g nhân hạt hướng dương, 2 quả trứng gà, cho vào 2 bát nước, sắc kỹ lấy 1 bát hoà vào 1 ít đường, uống hết 1 lần.","Sinh huyết, hết tụ máu, khỏi bạch đới","","","","",""
153,"CHỮA CHỨNG BẠCH ĐỚI","NGÓ SEN, HOA MÀO GÀ ĐỎ","Bạch đới có màu hồng hoặc toàn màu hồng, có màu đỏ tươi hoặc màu đen, tanh hôi.","Nửa bát nước ngó sen, 2 bông hoa mào gà đỏ cho vào nửa bát nước, đun sôi kỹ, hoà vào 1 ít đường đỏ, uống nước.","Điều hoà máu, khỏi đau","","","","",""
153,"CHỮA CHỨNG BẠCH ĐỚI","CHÂN LỢN, BONG BÓNG CÁ","Bạch đới lâu năm, thân thể suy nhược","Dùng một cái chân lợn, 2 cái bong bóng gà, chân lợn chặt nhỏ, ninh nhừ với bong bóng cá. Ăn hết 1 lần trong ngày.","Bổ khí huyết, khỏi bạch đới.","","","","",""
153,"CHỮA CHỨNG BẠCH ĐỚI","TRỨNG GÀ, HỒ TIÊU","Bạch đới trắng, lạnh, mặt nhợt nhạt, bạch đới thuộc thể hàn.","Lấy 7 hạt hồ tiêu, 1 quả trứng gà, đục 1 lỗ nhỏ phía đầu quả trứng, hồ tiêu tán thành bột cho vào trong quả trứng, dùng mảnh giấy bịt lỗ thủng, nướng chín, bỏ vỏ, ăn trứng.","Sinh huyết, khỏi tụ máu, khỏi bạch đới","","","","",""
153,"CHỮA CHỨNG BẠCH ĐỚI","HÀ THỦ Ô, TRỨNG GÀ","Bạch đới kéo dài","Mỗi lần dùng 60g hà thủ ô, 2 quả trứng gà, cho vào nước đun sôi. Trứng gà chín, bóc bỏ vỏ. Tiếp tục đun sôi ít phút. Ăn trứng, uống nước.","Thanh nhiệt, khỏi bạch đới.","","","","",""
153,"CHỮA CHỨNG BẠCH ĐỚI","THỊT TRAI, RƯỢU","Bạch đới quá nhiều","Mỗi lần dùng 150g thịt trai biển, rửa sạch dùng dầu lạc xào thơm, cho vào 2 - 3 thìa rượu, 1 thìa muối gừng, một ít nước, muối ăn, nấu chín kỹ ăn cả cái lẫn nước.","Điều hoà khí huyết, khỏi bạch đới","","","","",""
153,"CHỮA CHỨNG BẠCH ĐỚI","XA TIỀN THẢO, BÀNG QUANG LỢN","Bạch đới quá nhiều","Mỗi lần dùng 60 - 90g xa tiền thảo (nếu khô thì dùng 20 - 30g) bàng quang lợn khoảng 200g, thái miếng, ninh nhừ, cho 1 ít muối ăn. Ăn cái, uống nước.","Khỏi bạch đới, thanh nhiệt","","","","",""
153,"CHỮA CHỨNG BẠCH ĐỚI","HOA BẠCH LAN, THỊT LỢN NẠC","Bạch đới quá nhiều","Mỗi lần dùng 20g hoa bạch lan tươi (hoa khô dùng 10g), 150 - 200g thịt lợn nạc, cho nước vừa đủ, ninh nhừ, cho 1 ít muối ăn. Ăn hết 1 lần trong ngày.","Bổ âm, khỏi bạch đới.","","","","",""
153,"CHỮA CHỨNG BẠCH ĐỚI","HOA BÔNG, TRỨNG GÀ","Bạch đới quá nhiều","Mỗi lần dùng 10g hạt hoa bông, 2 quả trứng gà, 2 bát nước sạch. Trứng gà luộc chín, bóc bỏ vỏ cho vào luộc tiếp với hoa bông ít phút, rồi hoà vào 1 ít đường trắng. Ăn cả cái lẫn nước.","Bổ thận, tăng cường khí huyết, khỏi bạch đới.","","","","",""
154,"CHỮA CÁC CHỨNG ỐM NGHÉN (BUỒN NÔN, CỒN CÀO TRONG BỤNG, ĐAU LƯỜN, NHỨC ĐẦU, HOA MẮT)","Ô MAI, GỪNG TƯƠI","ốm nghén, gan, dạ dày không ổn (Bệnh trạng: Bồn nôn nhiều, nôn ra nước vàng, đắng, chua, cồn cào trong bụng, tim hồi hộp, đau lườn, bựa lưỡi vàng, mạch huyền).","Ô mai, gừng tươi, mỗi thứ 10g, đường đỏ 1 ít, cho vào 200ml nước, sắc kỹ. Mỗi lần uống 100ml. Ngày uống 2 lần.","Điều hoà gan, dạ dày, cắt cơn nôn","","","","",""
154,"CHỮA CÁC CHỨNG ỐM NGHÉN (BUỒN NÔN, CỒN CÀO TRONG BỤNG, ĐAU LƯỜN, NHỨC ĐẦU, HOA MẮT)","ĐƯỜNG TRẮNG, TRỨNG GÀ, GIẤM","ốm nghén, gan, dạ dày không ổn","Dùng 1 quả trứng gà, 30g đường trắng, 60g giấm, đun sôi giấm, cho đường vào quấy tan, đập trứng gà vào, đun cho trứng chín tới (không chín kỹ). Ăn hết 1 lần, ngày 2 lần.","Bổ âm, khỏi buồn nôn","","","","",""
154,"CHỮA CÁC CHỨNG ỐM NGHÉN (BUỒN NÔN, CỒN CÀO TRONG BỤNG, ĐAU LƯỜN, NHỨC ĐẦU, HOA MẮT)","ĐẬU BẠCH BIỂN, XUYÊN HOÀNG LIÊN","ốm nghén, gan, dạ dày không ổn.","Đậu bạch biển tươi 100g, bột xuyên hoàng liên 10g, quấy đều, uống mỗi lần 10g, uống với nước cơm. Mỗi ngày uống 2 - 3 lần.","Điều hoà dạ dày, mát gan, cắt cơn nôn.","","","","",""
154,"CHỮA CÁC CHỨNG ỐM NGHÉN (BUỒN NÔN, CỒN CÀO TRONG BỤNG, ĐAU LƯỜN, NHỨC ĐẦU, HOA MẮT)","NƯỚC GỪNG, SỮA BÒ","Ốm nghén, tỳ vị suy nhược (bệnh trạng như trên)","Lấy 200ml sữa bò tươi, 100ml nước gừng tươi, 20g đường trắng, cho tất cả vào đun sôi, uống nóng, mỗi ngày uống 2 lần.","Bổ dưỡng dạ dày, cắt cơn buồn nôn","Người mang thai, buồn nôn, vị nhiệt không dùng bài thuốc này.","","","",""
154,"CHỮA CÁC CHỨNG ỐM NGHÉN (BUỒN NÔN, CỒN CÀO TRONG BỤNG, ĐAU LƯỜN, NHỨC ĐẦU, HOA MẮT)","LÁ HẸ, NƯỚC GỪNG TƯƠI","Thời kỳ mang thai, buồn nôn, không muốn ăn uống.","Lấy nửa cốc nước lá hẹ, nửa cốc nước gừng, hoà vào nhau, đun sôi, quấy vào 1 ít đường trắng để uống.","Kích thích tiêu hoá, khỏi buồn nôn.","","","","",""
154,"CHỮA CÁC CHỨNG ỐM NGHÉN (BUỒN NÔN, CỒN CÀO TRONG BỤNG, ĐAU LƯỜN, NHỨC ĐẦU, HOA MẮT)","NƯỚC MÍA, NƯỚC GỪNG TƯƠI","Buồn nôn khi mang thai","Lấy 1 cốc nước đường, một ít nước gừng, hoà với nhau, uống hết 1 lần.","Bổ dưỡng tim, khỏi buồn nôn","","","","",""
154,"CHỮA CÁC CHỨNG ỐM NGHÉN (BUỒN NÔN, CỒN CÀO TRONG BỤNG, ĐAU LƯỜN, NHỨC ĐẦU, HOA MẮT)","SA NHÂN, CÁ CHÉP","Buồn nôn khi mang thai","Mỗi lần có thể dùng 1 con cá chép (khoảng 100 - 120g), 3 g sa nhân (tán nhỏ). Cá chép được đánh sạch vảy, bỏ mật, rửa sạch. Dùng 1 ít dầu ăn, muối trộn với bột sa nhân, nhét vào bụng cá, dùng bột đậu bịt kín vết mổ ở bụng cá. Hấp cách thủy đến khi cá chín nhừ. Mỗi ngày ăn 1 lần. Điều trị liên tục 3, 4 ngày sẽ có hiệu quả.","","","","","",""
154,"CHỮA CÁC CHỨNG ỐM NGHÉN (BUỒN NÔN, CỒN CÀO TRONG BỤNG, ĐAU LƯỜN, NHỨC ĐẦU, HOA MẮT)","NƯỚC GỪNG, MÍA","Chứng buồn nôn khi mang thai (phụ nữ khi mang thai được 2 - 3 tháng, thường buồn nôn, thậm chí buồn nôn không thể ăn uống được).","Mỗi lần dùng 1 cốc nước mía, 1 thìa nước gừng, đun sôi, uống nóng.","Kích thích tiêu hoá, cắt cơn nôn.","","","","",""
154,"CHỮA CÁC CHỨNG ỐM NGHÉN (BUỒN NÔN, CỒN CÀO TRONG BỤNG, ĐAU LƯỜN, NHỨC ĐẦU, HOA MẮT)","QUẢ HOÀNG BÌ","Buồn nôn khi mang thai","Lấy quả hoàng bì tươi rửa sạch, phơi khô, đem muối để dùng dần (dùng muối ăn để muối hoàng bì, như muối cà) mỗi lần dùng 15- 30g hoàng bì muối, cho vào 1 bát rưỡi nước, sắc lấy 1 bát, bỏ bã, uống nước. Có thể cho thêm 1 ít đường trắng. Có thể dùng hoàng bì muối làm món ăn giải khát cũng được.","Khỏi buồn nôn","","","","",""
154,"CHỮA CÁC CHỨNG ỐM NGHÉN (BUỒN NÔN, CỒN CÀO TRONG BỤNG, ĐAU LƯỜN, NHỨC ĐẦU, HOA MẮT)","LÔ CAN (RỄ LAU)","Váng đầu khi mang thai","Dùng 150g rễ lau tươi, 15g trúc nhự, sắc lấy nước, cho 100g gạo tẻ vào nước thuốc nấu thành cháo, cho vào 2 lát gừng tươi. Ăn nóng, ăn hết 1 lần.","An thần","","","","",""
154,"CHỮA CÁC CHỨNG ỐM NGHÉN (BUỒN NÔN, CỒN CÀO TRONG BỤNG, ĐAU LƯỜN, NHỨC ĐẦU, HOA MẮT)","SỪNG HƯƠU, ĐƯƠNG QUY","Hạ huyết áp khi mang thai","Sừng hươu 50g, đương quy 25g. Đem sừng hươu ninh nhừ, bỏ bã, cho đương quy vào sắc kỹ gạn lấy nước uống chia 2 lần trong ngày.","","","","","",""
155,"CHỮA CHỨNG KHI CÓ THAI ĂN ÍT, BÍ ĐÁI","QUẢ CHANH","Khi mang thai ăn ít","Quả chanh tươi 500g, bỏ vỏ, bỏ hạt, cắt miếng, trộn với 250g đường trắng, ngâm 1 ngày. Đem đun nhỏ lửa cho đến khi cạn hết nước, tắt lửa, để nguội, có thể trộn thêm ít đường trắng để ăn.","Khai vị, an thai","","","","",""
155,"CHỮA CHỨNG KHI CÓ THAI ĂN ÍT, BÍ ĐÁI","HẠT HƯỚNG DƯƠNG, THỊT LỢN NẠC","Trong thời kỳ mang thai bí đái hoặc đái nhiều lần, lượng nước đái ít.","Nhân hạt hoa hướng dương 25g, thịt lợn nạc 150g. Ninh nhừ ăn thịt, uống nước.","Lợi tiểu","","","","",""
155,"CHỮA CHỨNG KHI CÓ THAI ĂN ÍT, BÍ ĐÁI","RÂU NGÔ","Trong thời kỳ mang thai bí đái hoặc đái dắt.","Dùng 25g râu ngô, cho vào 1 bát rưỡi nước, sắc kỹ uống hết 1 lần.","Thông tiểu tiện","","","","",""
156,"CHỮA CHỨNG TÁO BÓN KHI MANG THAI","CHUỐI TIÊU","Táo bón khi mang thai","Chuối tiêu 5-6 quả, ăn trong 1 ngày","Khỏi táo bón","","","","",""
156,"CHỮA CHỨNG TÁO BÓN KHI MANG THAI","HẠNH NHÂN, ĐÀO, VỪNG ĐEN","Chữa táo bón khi mang thai","Dùng 25g hạnh nhân, 50g quả hồ đào, 50g vừng đen, trộn đều với nước, nấu chín, cho vào ít đường đỏ nấu thành chè để ăn.","Nhuận tràng, khỏi táo bón.","","","","",""
156,"CHỮA CHỨNG TÁO BÓN KHI MANG THAI","MẬT ONG","Chứng táo bón trong thời kỳ có mang","Dùng mật ong 150ml, uống với nước sôi vào sáng sớm mỗi ngày.","Khỏi táo bón","","","","",""
156,"CHỮA CHỨNG TÁO BÓN KHI MANG THAI","KHOAI LANG, GỪNG TƯƠI","Phụ nữ sau khi sinh đẻ bị táo bón","Mỗi lần dùng 300 - 500g khoai lang, gọt vỏ thái miếng, luộc chín nhừ cho vào 1 ít đường, 2 lát gừng tươi, tiếp tục đun sôi ít phút. Ăn hết 1 lần trong ngày.","Khỏi táo bón","","","","",""
157,"CHỮA ĐẺ NON THEO THÓI QUEN (ĐẺ NON CÓ TRIỆU CHỨNG BÁO TRƯỚC)","HẠT SEN, LONG NHÃN, SƠN DƯỢC","Có triệu chứng báo trước đẻ non do tỳ, thận khí hư (triệu chứng: Âm đạo chảy máu, bụng dưới đau trìu xuống, lưng chân mỏi và đau, nhạt miệng, bựa lưỡi trắng, mạch yếu).","Hạt sen, long nhãn, mỗi thứ 50g cho nước vừa đủ, đun nhỏ lửa, ninh nhừ hạt sen long nhãn, cho vào 100g bột sơn dược quấy đều thành cháo. Mỗi ngày ăn 1- 2 lần.","Bổ tỳ, thận, tăng cường khí huyết. Những người tiền sử hay có chứng sảy thai, đẻ non; Người đang mang thai cũng có thể dùng bài thuốc này để uống phòng rất tốt.","","","","",""
157,"CHỮA ĐẺ NON THEO THÓI QUEN (ĐẺ NON CÓ TRIỆU CHỨNG BÁO TRƯỚC)","NHÂN SÂM, HOÀNG KỲ","có triệu chứng báo trước đẻ non, do tỳ, thận, khí đều hư (triệu chứng như trên).","Nhân sâm 15g, hoàng kỳ 30g, sinh địa 20g, cao A Giao 30g. Cho sâm, hoàng kỳ, sinh địa vào 500ml nước sắc 2 lần; Hoà 2 nước thuốc cô lại còn 300 ml. Mỗi ngày uống 2 - 3 lần.","Chữa triệu chứng báo trước doạ đẻ non. Phụ nữ mang thai, cơ thể suy nhược, trước hay bị đẻ non cũng có thể dùng bài thuốc này.","","","","",""
157,"CHỮA ĐẺ NON THEO THÓI QUEN (ĐẺ NON CÓ TRIỆU CHỨNG BÁO TRƯỚC)","DẦU VỪNG, MẬT ONG","Có triệu chứng doạ đẻ non do tỳ, thận, khí huyết hư (bệnh trạng như trên)","Dùng 100g dầu vừng, 200ml mật ong mới, trộn 2 thứ vào nhau, đun nhỏ lửa, quấy đều. Mỗi lần uống 10ml, mỗi ngày uống 2 lần.","giải độc, giữ thai. Phụ nữ mang thai bị táo bón, bị trúng độc, cũng có thể dùng bài thuốc này.","","","","",""
157,"CHỮA ĐẺ NON THEO THÓI QUEN (ĐẺ NON CÓ TRIỆU CHỨNG BÁO TRƯỚC)","TRỨNG GÀ, RƯỢU","Có triệu chứng doạ đẻ non do thì thận khí huyết đều hư (bệnh trạng như trên)","Trứng gà lông vàng 5 quả, rượu 50ml, cho vào ít nước, muối quấy đều, đun sôi trong 30 phút là được. Mỗi ngày uống 1 - 2 lần.","Bổ âm, bổ dưỡng khí huyết, an thai. Những người sau khi đẻ vẫn ra máu, có thể dùng bài thuốc này.","","","","",""
157,"CHỮA ĐẺ NON THEO THÓI QUEN (ĐẺ NON CÓ TRIỆU CHỨNG BÁO TRƯỚC)","GÀ, BỒ CÂU, CHIM CÚT","Có triệu chứng doạ đẻ non do tỳ, thận, khí huyết hư (bệnh trạng như trên)","Gà mái 1 con (khoảng 1.000g), 1 con bồ câu trắng, 1 con chim cút giết chim gà làm sạch lông, bỏ mật, rửa sạch, lấy 6 - 10g sâm cao ly, cho vào bụng chim cút, cho chim cút vào bụng bồ câu, cho chim bồ câu vào bụng gà, cho vào nồi đậy kín, hầm trong 2 tiếng ăn cả cái lẫn nước.","Bổ thận, gan, an thai. Phụ nữ mới có mang hoặc sau khi đẻ non, điều trị bằng bài thuốc trên 2 - 3 lần sẽ có kết quả tốt.","","","","",""
157,"CHỮA ĐẺ NON THEO THÓI QUEN (ĐẺ NON CÓ TRIỆU CHỨNG BÁO TRƯỚC)","CHÁO GẠO NẾP, RỄ CÂY GAI, TÁO TÀU","Có triệu chứng doạ đẻ non do máu nhiệt (Bệnh trạng: có thai vài tháng, động thai đau bụng, âm đạo chảy máu, màu máu đỏ tươi, mặt đỏ, miệng khô, cồn cào trong bụng, buồn phiền, đái ít nước đái đỏ, lưỡi đỏ, bựa lưỡi vàng, mạch không đều).","Rễ cây gai 100g, táo 10 quả, gạo nếp 100g. Trước hết cho rễ gai vào 1.000ml nước, sắc lấy 500ml, sau đó cho gạo nếp, táo vào, nấu cháo. Ăn vào lúc nào tuỳ ý.","Thanh nhiệt, bổ khí huyết, cầm máu, an thai. Đây là bài thuốc dân gian truyền thống chữa động thai. Bài thuốc này cũng thích hợp với người động thai, âm đạo chảy máu, cơ thể suy nhược, máu nóng.","","","","",""
157,"CHỮA ĐẺ NON THEO THÓI QUEN (ĐẺ NON CÓ TRIỆU CHỨNG BÁO TRƯỚC)","CUỐNG QUẢ BÍ NGÔ, CUỐNG ĐÀI SEN","Có triệu chứng doạ đẻ non do máu nóng (Bệnh trạng như trên)","Dùng 3 cái cuống quả bí ngô, 6 cuống đài sen, sao vàng, tán nhỏ, chia làm 3 lần, uống với nước cơm, uống hết trong ngày.","Thanh nhiệt, cầm máu, an thai","","","","",""
157,"CHỮA ĐẺ NON THEO THÓI QUEN (ĐẺ NON CÓ TRIỆU CHỨNG BÁO TRƯỚC)","LÁ NGẢI, TRỨNG GÀ","Đẻ non do thói quen","Mỗi lần dùng 12g lá ngải, 2 quả trứng gà: dùng ấm đất (không dùng nồi xoong bằng đồng, nhôm). Luộc trứng và lá ngải. Trứng chín bóc bỏ vỏ, cho vào đun tiếp ít phút. Ăn trứng, uống nước. Những người mang thai mà trước đã từng sảy thai ở tháng mang thai thứ nhất, thì mỗi ngày uống 1 lần, điều trị liên tục 7-8 ngày. Mang thai ở tháng thứ 2 thì cứ 10 ngày điều trị một lần. Mang thai ở tháng thứ 3 thì nửa tháng điều trị 1 lần. Mang thai ở tháng thứ 4 trở đi thì mỗi tháng điều trị 1 lần cho đến đủ tháng sinh.","An thai","","","","",""
